vpr
0000000000000000, 946867025, 0.947
08CDB81808CDB8D8, 13380682, 0.013
F5A84008F5AADA34, 9474709, 0.009
F57FE008F582FF70, 7403691, 0.007
08CDB75008CDB810, 5186900, 0.005
FFA92484FFA925AF, 1775844, 0.002
08D2440808D2C408, 1542683, 0.002
08D2C41008D34410, 1529524, 0.002
08D1C40008D24400, 1474944, 0.001
08D4442808D4C428, 1468935, 0.001
08D143F808D1C3F8, 1461047, 0.001
08D0C3F008D143F0, 1434777, 0.001
08D5478808D5C788, 1414318, 0.001
08D3441808D3C418, 1391817, 0.001
08D5C79008D64790, 1271887, 0.001
FFA925B0FFA926DB, 1037566, 0.001
08D3C42008D44420, 551242, 0.001
08D4C43008D54430, 468318, 0.000
08DC4D3008DCCD30, 68134, 0.000
08DBCD2808DC4D28, 66492, 0.000
08DB4D2008DBCD20, 60270, 0.000
08C7F7C008CA0790, 59192, 0.000
08DACD1808DB4D18, 53791, 0.000
08CE3F4808CE7F3C, 51177, 0.000
08C7F7C008C837B4, 50690, 0.000
08D7CCE808D84CE8, 48175, 0.000
08D94D0008D9CD00, 48171, 0.000
08D84CF008D8CCF0, 48157, 0.000
08D6CCD808D74CD8, 48155, 0.000
08D74CE008D7CCE0, 48147, 0.000
08D9CD0808DA4D08, 48145, 0.000
08D8CCF808D94CF8, 48139, 0.000
08DA4D1008DACD10, 48131, 0.000
08CCAB7008CCB6F0, 24755, 0.000
08CA079808CC1768, 20084, 0.000
08DCCD3808DD4D38, 16384, 0.000
FFA92148FFA92273, 2297, 0.000
08CEB41008CF3804, 2263, 0.000
FFA92274FFA9239F, 446, 0.000
F5AAF008F5AD83CC, 204, 0.000
08C7F45808C7F5D0, 186, 0.000
FFA92E29FFA92E87, 186, 0.000
08C7F2E808C7F454, 123, 0.000
08DDD28008DE5674, 70, 0.000
FFA92334FFA9245F, 68, 0.000
08CCB6F808CD3AEC, 55, 0.000
08D03FF808D0C3EC, 46, 0.000
08C7F45808C7F5C4, 37, 0.000
08D6479808D6CCD4, 35, 0.000
08CC513808CC58E4, 15, 0.000
08CC350808CC3D64, 15, 0.000
08CC7A0808CC7C5C, 13, 0.000
08D03DD808D03F4C, 13, 0.000
08CDB5D808CDB74C, 13, 0.000
08CC7C6008CC7EB4, 11, 0.000
08CC675808CC6B6C, 11, 0.000
08CCA9F808CCAB6C, 11, 0.000
08CC498808CC5134, 11, 0.000
08CC2A2808CC2CCC, 11, 0.000
08CC6B7008CC6F84, 11, 0.000
08CC2CD008CC2F74, 11, 0.000
08CE9BF808CE9C04, 9, 0.000
08CE93C008CE93D1, 9, 0.000
08CE9D1008CE9D1B, 9, 0.000
08CE942008CE9431, 9, 0.000
08CE973008CE973C, 9, 0.000
08CE8D9008CE8DA1, 9, 0.000
08CE8A9008CE8AA1, 9, 0.000
08CE96D808CE96E4, 9, 0.000
08CE9D6008CE9D6B, 9, 0.000
08CE8BE008CE8BF1, 9, 0.000
08CE995808CE9964, 9, 0.000
08CE9EF808CE9F03, 9, 0.000
08CEB36808CEB371, 9, 0.000
08CEAAD008CEAAD9, 9, 0.000
08CEA99008CEA999, 9, 0.000
08CE9BA008CE9BAC, 9, 0.000
08CE89A008CE89B1, 9, 0.000
08CE9E4008CE9E4B, 9, 0.000
08CEA8C808CEA8D1, 9, 0.000
08CE9AF808CE9B04, 9, 0.000
08CE975808CE9764, 9, 0.000
08CE965008CE965C, 9, 0.000
08CE951008CE9521, 9, 0.000
08CEB3B808CEB3C1, 9, 0.000
08CE95A008CE95B1, 9, 0.000
08CE981008CE981C, 9, 0.000
08CE948008CE9491, 9, 0.000
08CE8CD008CE8CE1, 9, 0.000
08CE9C4808CE9C54, 9, 0.000
08CE930008CE9311, 9, 0.000
08CD417008CD424C, 8, 0.000
08CD4D1008CD4E1C, 8, 0.000
08CDAD5008CDAEAC, 8, 0.000
08CD4F3808CD504C, 8, 0.000
08CD561008CD573C, 8, 0.000
08CC1EC008CC1F2C, 8, 0.000
08CC235808CC23EC, 8, 0.000
08CC20A008CC211C, 8, 0.000
08CD79D808CD7A5C, 8, 0.000
